,char,tone,rime,ipa,tone_class
0,蔣,平,陽,tsjang,L
0,蔥,平,東,tshuwng,L
0,蔦,上,篠,tew,X
0,蔫,平,元,'jon,L
0,蔬,平,魚,srjo,L
0,蔭,去,沁B,'im,H
0,蔲,去,候,xuw,H
0,蔴,平,麻,mae,L
0,蔻,去,候,xuw,H
0,蔽,平,脂A,bjij,L
0,蔾,平,脂,lij,L
0,蔿,上,紙,hjwe,X
0,蕃,平,元,bjon,L
0,蕆,上,獮,trhjen,X
0,蕈,上,寑,dzim,X
0,蕉,平,宵,tsjew,L
0,蕊,上,紙,nywe,X
0,蕋,上,紙,nywe,X
0,蕎,平,宵B,kjew,L
0,蕕,平,尤,yuw,L
0,蕖,平,魚,gjo,L
0,蕘,平,宵,nyew,L
0,蕙,去,霽,hwej,H
0,蕚,入,鐸,ngak,E
0,蕝,去,祭,tsjwej,H
0,蕞,去,泰,dzwaj,H
0,蕡,平,文,bjun,L
0,蕢,去,至B,gwij,H
0,蕣,去,稕,sywin,H
0,蕤,平,脂,nywij,L
0,蕨,入,月,kjwot,E
0,蕩,平,唐,thang,L
0,蕪,平,虞,mju,L
0,蕭,平,蕭,sew,L
0,蕰,平,魂,'won,L
0,蕷,去,御,yo,H
0,蕺,入,緝,tsrip,E
0,蕻,去,送,huwng,H
0,蕾,上,賄,lwoj,X
0,薄,入,鐸,bak,E
0,薇,平,脂B,mij,L
0,薈,去,泰,'waj,H
0,薊,去,霽,kej,H
0,薌,平,陽,xjang,L
0,薏,入,職,'ik,E
0,薑,平,陽,kjang,L
0,薔,平,陽,dzjang,L
0,薖,平,戈,khwa,L
0,薙,上,旨,zij,X
0,薛,入,薛,sjet,E
0,薜,去,霽,bej,H
0,薝,聲,二十一感,,逸
0,薟,平,鹽,ljem,L
0,薤,去,怪,heaj,H
0,薦,去,霰,tsen,H
0,薧,平,豪,xaw,L
0,薨,平,登,xwong,L
0,薩,入,曷,sat,E
0,薪,平,眞,sin,L
0,薫,平,文,xjun,L
0,薯,平,魚,tsyo,L
0,薰,平,文,xjun,L
0,薶,平,皆,meaj,L
0,薹,平,咍,doj,L
0,薺,平,脂,dzij,L
0,薾,上,薺,nej,X
0,薿,上,止,ngi,X
0,藂,平,東,dzuwng,L
0,藉,去,禡,dzjae,H
0,藋,去,嘯,dew,H
0,藍,平,談,lam,L
0,藏,平,唐,dzang,L
0,藐,上,小A,mjiew,X
0,藑,平,清A,gjwieng,L
0,藕,上,厚,nguw,X
0,藜,平,齊,lej,L
0,藝,平,文,hjun,L
0,藞,上,馬,lae,X
0,藟,上,旨,lwij,X
0,藤,平,登,dong,L
0,藥,入,覺,'aewk,E
0,藦,聲,十四歌,,逸
0,藨,平,宵B,pjew,L
0,藩,平,元,bjon,L
0,藪,上,麌,srju,X
0,藭,平,東,gjuwng,L
0,藳,上,晧,kaw,X
0,藴,平,文,'jun,L
0,藶,入,錫,lek,E
0,藷,平,魚,tsyo,L
0,藹,去,泰,'aj,H
0,藺,去,震,lin,H
0,藻,上,晧,tsaw,X
0,藿,入,鐸,xwak,E
0,蘂,上,紙,nywe,X
0,蘃,,,,
0,蘄,平,之,gi,L
0,蘅,平,庚,haeng,L
0,蘆,平,魚,ljo,L
0,蘇,平,模,su,L
0,蘊,平,文,'jun,L
0,蘋,平,眞A,bjin,L
0,蘖,入,曷,ngat,E
0,蘗,,,,
0,蘘,平,陽,nyang,L
0,蘙,去,霽,'ej,H
0,蘚,上,獮,sjen,X
0,蘞,平,鹽,ljem,L
0,蘢,平,東,luwng,L
0,蘤,平,麻,xwae,L
0,蘧,平,魚,gjo,L
0,蘩,平,元,bjon,L
0,蘭,平,寒,lan,L
0,蘸,去,陷,tsream,H
0,蘺,平,支,lje,L
0,蘼,平,支B,mje,L
0,蘿,平,歌,la,L
0,虀,,,,
0,虆,平,脂,lwij,L
0,虉,入,麥,ngeak,E
0,虎,上,姥,xu,X
0,虐,入,藥,ngjak,E
0,虓,平,肴,haew,L
0,虔,平,仙B,gjen,L
0,處,上,語,tsyho,X
0,虗,,,,
0,虙,入,屋,bjuwk,E
0,虚,平,魚,xjo,L
0,虛,平,魚,xjo,L
0,虜,上,姥,lu,X
0,虞,平,虞,ngju,L
0,號,平,豪,haw,L
0,虢,入,陌,kwaek,E
0,虧,平,支B,khjwe,L
0,虩,入,陌,xjaek,E
0,虬,平,幽,gjiw,L
0,虯,平,幽,gjiw,L
0,虱,入,櫛,srit,E
0,虵,平,支,ye,L
0,虹,平,東,huwng,L
0,虺,平,齊,khwej,L
0,蚊,平,文,mjun,L
0,蚋,去,祭,nywej,H
0,蚌,上,講,baewng,X
0,蚍,平,脂A,bjij,L
0,蚓,平,眞,yin,L
0,蚖,平,元,ngjwon,L
0,蚡,平,文,bjun,L
0,蚣,平,東,kuwng,L
0,蚤,上,晧,tsaw,X
0,蚨,平,虞,bju,L
0,蚩,平,之,tsyhi,L
0,蚪,上,厚,tuw,X
0,蚯,平,尤,khjuw,L
0,蚱,入,陌,tsraek,E
0,蚴,上,黝,'jiw,X
0,蚵,平,歌,ha,L
0,蚽,,,,
0,蚾,聲,十四歌,,逸
0,蚿,平,先,hen,L
0,蛀,去,遇,tsyu,H
0,蛁,平,蕭,tew,L
0,蛄,平,模,ku,L
0,蛆,平,魚,tshjo,L
0,蛇,平,支,ye,L
0,蛉,平,青,leng,L
0,蛑,平,尤,mjuw,L
0,蛙,平,佳,'wea,L
0,蛛,平,虞,trju,L
0,蛟,平,肴,kaew,L
0,蛤,入,合,kop,E
0,蛩,平,鍾,gjowng,L
0,蛬,平,鍾,gjowng,L
0,蛭,入,質,tsyit,E
0,蛸,平,宵,sjew,L
0,蛹,上,腫,yowng,X
0,蛺,入,怗,kep,E
0,蛻,去,祭,sywej,H
0,蛾,平,歌,nga,L
0,蜀,入,燭,dzyowk,E
0,蜁,平,仙,zjwen,L
0,蜂,平,東,buwng,L
0,蜃,上,軫,dzyin,X
0,蜆,上,銑,hen,X
0,蜈,平,模,ngu,L
0,蜉,平,尤,bjuw,L
0,蜊,平,脂,lij,L
0,蜋,平,陽,ljang,L
0,蜍,平,魚,yo,L
0,蜎,平,先,'wen,L
0,蜑,上,旱,dan,X
0,蜒,平,仙,yen,L
0,蜓,平,青,deng,L
0,蜕,去,祭,sywej,H
0,蜘,平,支,trje,L
0,蜚,上,尾,pj+j,X
0,蜜,入,質A,mjit,E
0,蜞,平,之,gi,L
0,蜡,去,御,tshjo,H
0,蜢,上,梗,maeng,X
0,蜣,平,陽,khjang,L
0,蜥,入,錫,sek,E
0,蜦,平,諄,lwin,L
0,蜧,去,霽,lej,H
0,蜨,入,怗,thep,E
0,蜩,平,蕭,dew,L
0,蜫,平,魂,kwon,L
0,蜮,入,職,hwik,E
0,蜯,上,講,baewng,X
0,蜴,入,昔,yek,E
0,蜷,平,仙B,gjwen,L
0,蜺,平,齊,ngej,L
0,蜻,平,清,tsjeng,L
0,蜼,上,旨,lwij,X
0,蜾,上,果,kwa,X
0,蜿,平,元,'jwon,L
0,蝀,平,東,tuwng,L
0,蝃,去,霽,tej,H
0,蝇,平,蒸,ying,L
0,蝉,平,仙,dzyen,L
0,蝌,平,戈,khwa,L
0,蝎,入,月,xjot,E
0,蝐,,,,
0,蝕,入,職,zyik,E
0,蝗,平,唐,hwang,L
0,蝘,上,阮,'jon,X
0,蝙,平,先,pen,L
0,蝟,去,未,hjw+j,H
0,蝠,入,屋,pjuwk,E
0,蝣,平,尤,yuw,L
0,蝤,平,尤,tsjuw,L
0,蝥,平,虞,mju,L
0,蝦,平,麻,hae,L
0,蝨,入,櫛,srit,E
0,蝮,入,屋,phjuwk,E
0,蝱,平,庚,maeng,L
0,蝳,入,沃,dowk,E
0,蝶,入,怗,thep,E
0,蝸,平,佳,kwea,L
0,螀,平,陽,tsjang,L
0,螂,平,陽,ljang,L
0,螃,平,唐,bang,L
0,融,平,東,yuwng,L
0,螓,平,眞,dzin,L
0,螖,入,鎋,hweat,E
0,螗,平,唐,dang,L
0,螘,上,紙B,ngje,X
0,螟,平,青,meng,L
0,螢,平,青,hweng,L
0,螣,平,登,dong,L
0,螫,入,昔,syek,E
0,螬,平,豪,dzaw,L
0,螭,平,支,trhje,L
0,螮,去,霽,tej,H
0,螯,平,豪,ngaw,L
0,螳,平,唐,dang,L
0,螺,平,戈,lwa,L
0,螻,平,侯,luw,L
0,螽,平,東,tsyuwng,L
0,螾,平,眞,yin,L
0,螿,平,陽,tsjang,L
0,蟀,入,術,srwit,E
0,蟁,平,文,mjun,L
0,蟄,入,緝,drip,E
0,蟆,平,麻,mae,L
0,蟇,平,麻,mae,L
0,蟈,入,麥,kweak,E
0,蟉,平,幽,gjiw,L
0,蟊,平,虞,mju,L
0,蟋,入,質,sit,E
0,蟑,,,,
0,蟒,上,蕩,mang,X
0,蟛,平,庚,baeng,L
0,蟟,平,蕭,lew,L
0,蟠,平,元,bjon,L
0,蟢,上,止,xi,X
0,蟣,平,脂B,kij,L
0,蟪,去,霽,hwej,H
0,蟫,平,侵,yim,L
0,蟬,平,仙,dzyen,L
0,蟭,平,宵,tsjew,L
0,蟲,平,東,drjuwng,L
0,蟶,平,清,trhjeng,L
0,蟹,上,蟹,hea,X
0,蟺,上,獮,dzyen,X
0,蟻,上,紙B,ngje,X
0,蟾,平,鹽,tsyem,L
0,蠁,上,養,xjang,X
0,蠃,平,戈,lwa,L
0,蠅,平,蒸,ying,L
0,蠆,去,夬,trhaej,H
0,蠋,入,燭,tsyowk,E
0,蠏,上,蟹,hea,X
0,蠐,平,齊,dzej,L
0,蠒,上,銑,ken,X
0,蠓,平,東,muwng,L
0,蠔,聲,十三爻,,逸
0,蠖,入,鐸,'wak,E
0,蠙,平,眞A,bjin,L
0,蠛,入,屑,met,E
0,蠟,去,御,tshjo,H
0,蠠,聲,七陌,,逸
0,蠡,平,支,lje,L
0,蠢,上,準,tsyhwin,X
0,蠣,去,祭,ljej,H
0,蠧,去,暮,tu,H
0,蠨,,,,
0,蠭,平,東,buwng,L
0,蠮,入,屑,'et,E
0,蠱,上,姥,ku,X
0,蠲,平,先,kwen,L
0,蠶,平,覃,dzom,L
0,蠹,去,暮,tu,H
0,蠺,,,,
0,蠻,平,刪,maen,L
0,血,入,屑,xwet,E
0,衃,平,灰,phwoj,L
0,衄,入,屋,nyuwk,E
0,衆,平,東,tsyuwng,L
0,衋,,,,
0,行,平,唐,hang,L
0,衍,上,獮,yen,X
0,衎,上,旱,khan,X
0,衒,去,霰,hwen,H
0,術,入,術,zywit,E
0,衕,平,東,duwng,L
0,街,平,佳,kea,L
0,衘,,,,
0,衙,平,魚,ngjo,L
0,衛,去,祭,hjwej,H
0,衝,平,鍾,tsyhowng,L
0,衞,去,祭,hjwej,H
0,衡,平,庚,haeng,L
0,衢,平,虞,gju,L
0,衣,平,微,'j+j,L
0,表,上,小B,pjew,X
0,衩,去,卦,tsrhea,H
0,衫,平,銜,sraem,L
0,衮,上,混,kwon,X
0,衰,平,支,tsrhjwe,L
0,衲,入,合,nop,E
0,衷,平,東,trjuwng,L
0,衹,平,支,tsye,L
0,衺,平,麻,zjae,L
0,衽,上,寑,nyim,X
0,衾,平,侵B,khim,L
0,衿,平,侵B,kim,L
0,袁,平,元,hjwon,L
0,袂,去,祭A,mjiej,H
0,袈,平,麻,kae,L
0,袋,去,代,doj,H
0,袍,平,豪,baw,L
0,袐,,,,
0,袒,上,旱,dan,X
0,袖,去,宥,zjuw,H
0,袗,上,軫,tsyin,X
0,袙,,,,
0,袚,去,廢,pjoj,H
0,袛,平,齊,tej,L
0,袜,入,月,mjot,E
0,袞,上,混,kwon,X
0,袠,入,質,drit,E
0,袢,平,元,bjon,L
0,袤,去,候,muw,H
0,袨,去,霰,hwen,H
0,袪,平,魚,khjo,L
0,被,上,紙B,bje,X
0,袱,,,,
0,袴,平,豪,daw,L
0,袵,上,寑,nyim,X
0,袷,入,洽,keap,E
0,袿,平,齊,kwej,L
0,裀,平,眞A,'jin,L
0,裁,平,咍,dzoj,L
0,裂,入,薛,ljet,E
0,装,平,陽,tsrjang,L
0,裊,上,篠,new,X
0,裋,上,麌,dzyu,X
0,裌,入,洽,keap,E
0,裏,上,止,li,X
0,裒,平,侯,buw,L
0,裓,入,德,kok,E
0,裔,去,祭,yej,H
0,裕,去,遇,yu,H
0,裘,平,尤,gjuw,L
0,裙,平,文,gjun,L
0,裛,入,緝B,'ip,E
0,補,上,姥,pu,X
0,裝,平,陽,tsrjang,L
0,裟,平,麻,srae,L
0,裠,平,文,gjun,L
0,裡,上,止,li,X
0,裨,平,支A,pjie,L
0,裩,,,,
0,裯,平,虞,drju,L
0,裰,入,末,twat,E
0,裳,平,陽,dzyang,L
0,裴,平,微,bj+j,L
0,裸,上,果,lwa,X
0,裹,上,果,kwa,X
0,裼,入,錫,sek,E
0,製,去,祭,tsyej,H
0,裾,平,魚,kjo,L
0,複,去,宥,bjuw,H
0,褉,入,屑,xet,E
0,褊,上,獮A,pjien,X
0,褋,入,怗,dep,E
0,褌,平,魂,kwon,L
0,褐,入,曷,hat,E
0,褒,平,豪,paw,L
0,褓,上,晧,paw,X
0,褕,平,虞,yu,L
0,褘,平,微,xjw+j,L
0,褚,上,語,trjo,X
0,褥,入,沃,nowk,E
0,褦,聲,六泰,,逸
0,褧,平,青,kweng,L
0,褪,,,,
0,褫,平,支,drje,L
0,褭,上,篠,new,X
0,褰,平,仙B,khjen,L
0,褲,平,豪,daw,L
0,褵,平,支,lje,L
0,褶,入,緝,dzyip,E
0,褷,平,支,srje,L
0,褻,入,薛,sjet,E
0,襁,上,養,kjang,X
0,襃,平,豪,paw,L
0,襄,平,陽,sjang,L
0,襆,入,屋,puwk,E
0,襋,入,職,kik,E
0,襌,平,寒,tan,L
0,襏,入,末,pat,E
0,襖,上,晧,'aw,X
0,襜,平,鹽,tsyhem,L
0,襞,入,昔A,pjiek,E
0,襟,平,侵B,kim,L
0,襠,平,唐,tang,L
0,襤,平,談,lam,L
0,襦,平,虞,nyu,L
0,襪,入,月,mjot,E
0,襫,入,昔,syek,E
0,襭,入,屑,het,E
0,襯,去,櫬,tsrhin,H
0,襲,入,緝,zip,E
0,襴,平,寒,lan,L
0,襶,聲,六泰,,逸
0,襹,平,支,srje,L
0,襻,去,諫,phaen,H
0,西,平,齊,sej,L
0,要,平,宵A,'jiew,L
0,覃,平,覃,dom,L
0,覆,去,宥,phjuw,H
0,覇,去,禡,pae,H
0,覈,入,屑,het,E
0,覉,平,支B,kje,L
0,覊,平,支B,kje,L
0,見,去,霰,ken,H
0,規,平,支A,kjwie,L
0,覓,入,錫,mek,E
0,覔,入,錫,mek,E
0,視,上,旨,dzyij,X
0,覘,平,鹽,trhjem,L
0,覡,入,錫,hek,E
0,覦,平,虞,yu,L
0,覧,上,敢,lam,X
0,覩,上,姥,tu,X
0,親,平,眞,tshin,L
0,覬,去,至B,kij,H
0,覯,去,候,kuw,H
0,覰,去,御,tshjo,H
0,覲,去,震B,gin,H
0,覷,去,御,tshjo,H
0,覺,去,效,kaew,H
0,覻,,,,
0,覽,上,敢,lam,X
0,覿,入,錫,dek,E
0,觀,平,桓,kwan,L
0,角,入,屋,luwk,E
0,觔,平,欣,kj+n,L
0,觕,平,模,tshu,L
0,觖,去,寘A,khjwie,H
0,觚,平,模,ku,L
0,觜,平,支,tsje,L
0,觝,上,薺,tej,X
0,解,上,蟹,hea,X
0,觥,平,庚,kwaeng,L
0,觧,上,蟹,hea,X
0,觱,入,質A,pjit,E
0,觳,入,屋,huwk,E
0,觴,平,陽,syang,L
0,觵,平,庚,kwaeng,L
0,觸,入,燭,tsyhowk,E
0,言,平,元,ngjon,L
0,訂,平,青,theng,L
0,訃,去,遇,phju,H
0,計,去,霽,kej,H
0,訊,去,震,sin,H
0,訌,平,東,huwng,L
0,討,上,晧,thaw,X
0,訏,平,虞,xju,L
0,訐,去,祭B,kjej,H
0,訓,去,問,xjun,H
0,訕,平,刪,sraen,L
0,訖,入,迄,kj+t,E
0,託,入,鐸,thak,E
0,記,去,志,ki,H
0,訛,平,戈,ngwa,L
0,訝,去,禡,ngae,H
0,訟,平,鍾,zjowng,L
0,訢,平,欣,xj+n,L
0,訣,入,屑,kwet,E
0,訥,入,沒,nwot,E
0,訪,去,漾,phjang,H
0,設,入,薛,syet,E
0,許,上,語,xjo,X
0,訴,去,暮,su,H
0,訶,平,歌,xa,L
0,診,上,軫,tsyin,X
0,註,去,遇,tsyu,H
0,訾,平,支,tsje,L
0,詁,上,姥,ku,X
0,詆,平,齊,dej,L
0,詈,去,寘,lje,H
0,詎,上,語,gjo,X
0,詐,去,禡,tsrae,H
0,詑,平,支,ye,L
0,詒,平,之,yi,L
0,詔,去,笑,tsyew,H
0,評,平,庚,bjaeng,L
0,詗,上,迥,xweng,X
0,詘,入,物,khjut,E
0,詛,去,御,tsrjo,H
0,詞,平,之,zi,L
0,詠,去,映,hjwaeng,H
0,詡,上,麌,xju,X
0,詢,平,諄,swin,L
0,詣,去,霽,ngej,H
0,試,去,志,syi,H
0,詨,平,肴,kaew,L
0,詩,平,之,syi,L
0,詫,去,禡,trhae,H
0,詬,上,厚,kuw,X
0,詭,上,紙B,kjwe,X
0,詮,平,仙,tshjwen,L
0,詰,入,質A,khjit,E
0,話,去,夬,hwaej,H
0,該,平,咍,koj,L
0,詳,平,陽,yang,L
0,詵,平,臻,srin,L
0,詹,平,鹽,tsyem,L
0,詼,平,灰,khwoj,L
0,誄,上,旨,lwij,X
0,誅,平,虞,trju,L
0,誇,平,麻,khwae,L
0,誌,去,志,tsyi,H
0,認,去,震,nyin,H
0,誑,去,漾,kjwang,H
0,誓,去,祭,dzyej,H
0,誕,上,旱,dan,X
0,誖,去,隊,bwoj,H
0,誘,上,有,yuw,X
0,誚,平,宵,dzjew,L
0,語,上,語,ngjo,X
0,誠,平,清,dzyeng,L
0,誡,去,怪,keaj,H
0,誣,平,虞,mju,L
0,誤,去,暮,ngu,H
0,誥,去,号,kaw,H
0,誦,去,用,zjowng,H
0,誨,去,隊,xwoj,H
0,說,去,祭,sywej,H
0,誰,平,脂,dzywij,L
0,課,平,戈,khwa,L
0,誵,,,,
0,誶,去,至,swij,H
0,誹,平,微,pj+j,L
0,誼,去,寘B,ngje,H
0,誾,平,眞B,ngin,L
0,調,平,蕭,dew,L
0,諂,上,琰,trhjem,X
0,諄,平,諄,tsywin,L
0,談,平,覃,dom,L
0,請,平,清,dzjeng,L
0,諍,去,諍,tsreang,H
0,諏,平,虞,tsju,L
0,諒,去,漾,ljang,H
0,諕,去,禡,xae,H
0,論,平,諄,lwin,L
0,諗,上,寑,syim,X
0,諛,平,虞,yu,L
0,諜,入,怗,dep,E
0,諝,平,魚,sjo,L
0,諠,平,元,xjwon,L
0,諡,去,至,zyij,H
0,諢,去,慁,ngwon,H
0,諤,入,鐸,ngak,E
0,諦,去,霽,tej,H
0,諧,平,皆,heaj,L
0,諫,去,諫,kaen,H
0,諭,去,遇,yu,H
0,諱,去,未,xjw+j,H
0,諲,平,眞A,'jin,L
0,諳,平,覃,'om,L
0,諴,平,咸,heam,L
0,諶,平,侵,dzyim,L
0,諷,去,送,pjuwng,H
0,諸,平,魚,tsyo,L
0,諺,去,線B,ngjen,H
0,諼,平,元,xjwon,L
0,諾,入,鐸,nak,E
0,謀,平,尤,mjuw,L
0,謁,入,月,'jot,E
0,謂,去,未,hjw+j,H
0,謄,平,登,dong,L
0,謇,上,獮B,kjen,X
0,謌,平,歌,ka,L
0,謎,去,霽,mej,H
0,謏,上,篠,sew,X
0,謐,入,質A,mjit,E
0,謔,入,藥,xjak,E
0,謖,入,屋,srjuwk,E
0,謗,去,宕,pang,H
0,謙,平,添,khem,L
0,謚,去,至,zyij,H
0,講,上,講,kaewng,X
0,謝,去,禡,zjae,H
0,謠,平,宵,yew,L
0,謡,平,宵,yew,L
0,謦,上,迥,kheng,X
0,謨,平,模,mu,L
0,謩,,,,
0,謫,入,麥,treak,E
0,謬,去,幼,mjiw,H
0,謳,平,侯,'uw,L
0,謹,上,隱,kj+n,X
0,謼,平,模,xu,L
0,謾,平,桓,man,L
0,譁,平,麻,xwae,L
0,證,去,勁,tsyeng,H
0,譊,平,肴,nraew,L
0,譌,平,戈,ngwa,L
0,譍,去,證,'ing,H
0,譎,入,屑,kwet,E
0,譏,平,微,kj+j,L
0,譔,平,仙,tshjwen,L
0,譖,去,沁,tsrim,H
0,識,去,志,tsyi,H
0,譙,平,宵,dzjew,L
0,譚,平,覃,dom,L
0,譜,上,姥,pu,X
0,譟,去,号,saw,H
0,警,上,梗,kjaeng,X
0,譬,去,寘A,phjie,H
0,譯,入,昔,yek,E
0,議,去,寘B,ngje,H
0,譲,去,漾,nyang,H
0,譴,去,線A,khjien,H
0,護,去,暮,hu,H
0,譽,平,魚,yo,L
0,讀,入,屋,duwk,E
0,變,去,線B,pjen,H
0,讋,入,葉,tsyep,E
0,讌,平,先,'en,L
0,讎,平,尤,dzyuw,L
0,讐,平,尤,dzyuw,L
0,讒,平,咸,dzream,L
0,讓,去,漾,nyang,H
0,讖,去,沁,tsrhim,H
0,讙,平,元,xjwon,L
0,讚,去,翰,tsan,H
0,讜,上,蕩,tang,X
0,谷,入,屋,kuwk,E
0,谺,平,麻,xae,L
0,谼,平,東,huwng,L
0,谽,平,覃,xom,L
0,谿,平,齊,khej,L
0,豁,入,末,xwat,E
0,豅,平,東,luwng,L
0,豆,去,候,duw,H
0,豈,上,尾,khj+j,X
0,豉,去,寘,dzye,H
0,豊,平,東,phjuwng,L
0,豌,平,桓,'wan,L
0,豎,上,麌,dzyu,X
0,豏,上,豏,heam,X
0,豐,平,東,phjuwng,L
0,豓,去,豔,yem,H
0,豔,去,豔,yem,H
0,豕,上,紙,sye,X
0,豗,平,灰,xwoj,L
0,豚,平,魂,dwon,L
0,豜,平,先,ken,L
0,象,上,養,zjang,X
0,豢,去,諫,hwaen,H
0,豨,平,微,xj+j,L
0,豩,,,,
0,豪,平,豪,haw,L
0,豫,去,御,yo,H
0,豬,平,魚,trjo,L
0,豭,平,麻,kae,L
0,豳,平,眞B,pin,L
0,豶,平,文,bjun,L
0,豸,上,紙,drje,X
0,豹,去,效,paew,H
0,豺,平,皆,dzreaj,L
0,貂,平,蕭,tew,L
0,貅,平,尤,xjuw,L
0,貈,入,鐸,hak,E
0,貉,入,鐸,hak,E
0,貊,入,陌,maek,E
0,貌,去,效,maew,H
0,貍,平,之,li,L
0,貎,平,齊,ngej,L
0,貓,平,宵B,mjew,L
0,貔,平,脂A,bjij,L
0,貙,平,虞,trhju,L
0,貛,平,桓,xwan,L
0,貝,去,泰,paj,H
0,貞,平,清,trjeng,L
0,負,上,有,bjuw,X
0,財,平,咍,dzoj,L
0,貢,去,送,kuwng,H
0,貧,平,眞B,bin,L
0,貨,去,過,xwa,H
0,販,去,願,pjon,H
0,貪,平,覃,thom,L
0,貫,平,桓,kwan,L
0,責,入,麥,tsreak,E
0,貯,上,語,trjo,X
0,貰,去,祭,syej,H
0,貲,平,支,tsje,L
0,貳,去,至,nyij,H
0,貴,去,未,kjw+j,H
0,貶,上,琰B,pjem,X
0,買,上,蟹,mea,X
0,貸,去,代,thoj,H
0,貺,去,漾,xjwang,H
0,費,去,至B,pij,H
0,貼,入,怗,thep,E
0,貽,平,之,yi,L
0,貿,去,候,muw,H
0,賀,去,箇,ha,H
0,賁,平,微,bj+j,L
0,賂,去,暮,lu,H
0,賃,去,沁,nrim,H
0,賄,上,賄,xwoj,X
0,資,平,脂,tsij,L
0,賈,上,姥,ku,X
0,賊,入,德,dzok,E
0,賑,上,軫,tsyin,X
0,賒,平,麻,syae,L
0,賓,平,眞A,pjin,L
0,賖,平,麻,syae,L
0,賚,去,代,loj,H
0,賛,去,翰,tsan,H
0,賜,去,寘,sje,H
0,賞,上,養,syang,X
0,賡,平,庚,kaeng,L
0,賢,平,先,hen,L
0,賣,去,卦,mea,H
0,賤,去,線,dzjen,H
0,賦,去,遇,pju,H
0,賨,平,冬,dzowng,L
0,質,去,至,trij,H
0,賫,平,脂,tsij,L
0,賭,上,姥,tu,X
0,賴,去,泰,laj,H
0,賷,平,齊,tsej,L
0,賸,去,證,ying,H
0,賺,去,諫,'waen,H
0,賻,去,遇,bju,H
0,購,去,候,kuw,H
0,賽,去,代,soj,H
0,賾,入,麥,dzreak,E
0,贄,去,至,tsyij,H
0,贅,去,祭,tsywej,H
0,贈,去,嶝,dzong,H
0,贊,去,翰,tsan,H
0,贋,去,諫,ngaen,H
0,贍,去,豔,dzyem,H
0,贏,平,清,yeng,L
0,贐,去,震,zin,H
0,贓,平,唐,tsang,L
0,贔,去,至B,bij,H
0,贖,入,燭,zyowk,E
0,贗,去,諫,ngaen,H
0,贛,上,感,kom,X
0,贜,平,唐,tsang,L
0,赍,平,脂,tsij,L
0,赤,入,昔,tsyhek,E
0,赦,去,禡,syae,H
0,赧,上,潸,nraen,X
0,赩,入,職,xik,E
0,赫,入,陌,xaek,E
0,赬,平,清,trhjeng,L
0,赭,上,馬,tsyae,X
0,走,上,厚,tsuw,X
0,赳,上,黝,kjiw,X
0,赴,去,遇,phju,H
0,起,上,止,khi,X
0,趁,平,眞,drin,L
0,趂,平,眞,drin,L
0,趄,平,魚,tshjo,L
0,超,平,宵,trhjew,L
0,越,入,月,hjwot,E
0,趍,平,支,drje,L
0,趐,,,,
0,趒,平,蕭,thew,L
0,趕,平,元,gjon,L
0,趙,上,小,drjew,X
0,趠,去,效,trhaew,H
0,趣,上,厚,tshuw,X
0,趦,,,,
0,趨,平,虞,tshju,L
0,趫,平,宵B,gjew,L
0,趯,入,藥,yak,E
0,趲,上,旱,dzan,X
0,足,去,遇,tsju,H
0,趵,入,覺,paewk,E
0,趺,平,虞,pju,L
0,趼,平,先,ngen,L
0,趾,上,止,tsyi,X
0,趿,入,合,sop,E
0,跁,上,馬,bae,X
0,跂,平,支A,gjie,L
0,跋,入,末,bat,E
0,跌,入,屑,det,E
0,跎,平,歌,da,L
0,跏,平,麻,kae,L
0,跑,平,肴,baew,L
0,跒,上,馬,khae,X
0,跕,入,怗,thep,E
0,跖,入,昔,tsyek,E
0,跗,平,虞,pju,L
0,跚,平,寒,san,L
0,跛,上,果,pa,X
0,距,上,語,gjo,X
0,跟,平,痕,kon,L
0,跡,入,昔,tsjek,E
0,跣,上,銑,sen,X
0,跧,平,諄,tswin,L
0,跨,平,麻,khwae,L
0,跪,上,紙B,khjwe,X
0,跫,平,江,khaewng,L
0,跬,上,紙A,khjwie,X
0,路,去,暮,lu,H
0,跰,平,先,ben,L
0,跱,上,止,dri,X
0,跳,平,蕭,thew,L
0,跺,,,,
0,跼,入,燭,gjowk,E
0,跽,上,旨B,gij,X
0,踆,平,諄,tshwin,L
0,踈,平,魚,srjo,L
0,踉,平,陽,ljang,L
0,踊,上,腫,yowng,X
0,踏,入,合,thop,E
0,踐,上,獮,dzjen,X
0,踔,去,效,trhaew,H
0,踘,入,屋,kjuwk,E
0,踜,去,嶝,long,H
0,踝,上,馬,hwae,X
0,踞,去,御,kjo,H
0,踟,平,支,drje,L
0,踠,上,阮,'jwon,X
0,踡,平,仙B,gjwen,L
0,踢,入,錫,thek,E
0,踣,去,候,phuw,H
0,踦,平,支B,khje,L
0,踪,平,鍾,tsjowng,L
0,踰,平,虞,yu,L
0,踴,上,腫,yowng,X
0,踵,上,腫,tsyowng,X
0,踶,上,紙,drje,X
0,踸,上,寑,trhim,X
0,踼,平,唐,dang,L
0,踽,上,麌,khju,X
0,蹀,入,怗,dep,E
0,蹁,平,先,ben,L
0,蹂,平,尤,nyuw,L
0,蹄,平,齊,dej,L
0,蹇,上,阮,kjon,X
0,蹈,去,号,daw,H
0,蹉,平,歌,tsha,L
